,labels,content_clean,mapping
3955,0,look at this news article from the daily caller  antonio sabato jr  I am an immigrant and i support trump’s wall  video  ,not-hate
3956,1,...............................'i get to rape beautiful women and that is why i like working on this project.' ,hate
3957,1, of course you felt the need to skank  up halloween by dressing up as a character from a movie you have n… ,hate
3958,0,"scots independence will come, the no voters mostly new immigrants wanted to keep their benefits with them going they will not vote no again. . ",not-hate
3959,1,laura lunn has always been passionate about working with asylee and refugee populations. learn how she is leading the charge for immigrant rights in her role as managing attorney for the detention program at   keepfamiliestogether backhand index pointing right ,hate
3960,0, shut the fuck up ye little slag ,not-hate
3961,0,"lithuania, romania aided cia torture, top european union court rules            eu court is a joke ! why are they silent as europe is being destroyed with forced islamist immigration... ",not-hate
3962,0,sky school  scaling up secondary education for refugees ,not-hate
3963,1,"samar, a jordanian teen, came to crp computer classes, but stayed for the friendships. we need more social cohesion activities in 2018, building bridges between the host community and refugees. you can help here  and right now your donations are matched! ",hate
3964,1," we should keep the good hard working immigrants like the chinese and polish, and deport all the scrounging romanians! french and germans have never been an issue, problem has always be from that asshole of a country romania  ",hate
3965,0,get  your fucking knowledge up if you want to sneak diss me. lil stupid hoe ,not-hate
3966,0, i love your ass bitch ,not-hate
3967,1,boo seungkwan a visual hole ???? bitch i think the fuk not  svt project vocal  pinwheel ,hate
3968,1," thank you, mr. president!! today in md, 4 ma13 convicted on multiple robbery charges. 3 of the 4 are illegals. nc, an illegal kills motorcyclist in hit and run.  buildthatwall !!! ",hate
3969,1,making america safe again!!  buildthatwall  ,hate
3970,0," something trump has already done.how hard is it saying ""radical islamic terrorism.""go away. you sowed hatred and division for 8 years, now you are fomenting destruction. buildthatwall  maga ",not-hate
3971,1,alternative headline  illegal immigrant swallows heroin. ,hate
3972,1,"some leftminded fools think the refugess will come to care for the older people.that also wrong, they come to have a nice life with welfare. nations have to decide  more refugees   less socialwelfare  or  socialwelfare without refugees. ",hate
3973,1, govt not taking concrete action to stop influx of illegal migrants r foreigners overstaying with expired visas. ,hate
3974,0,i can be a rude cunt sometimes but do not be a bitch about itthumbs uphundred points just lax it out and kick backraised fisthundred points ,not-hate
3975,1, it is not just men. i read recently about a woman who was 'hysterical' after being raped. i do not kno… ,hate
3976,0,so now because of this bitch girls are going to think they can bargain their way out of a rape instead of fighting… ,not-hate
3977,0,"germany,  spain reach agreement on return of migrants ",not-hate
3978,0,rape a bitch mental she forced to think about me juheard ,not-hate
3979,1,where are those  ypfdj ?   refugees  eritrea   ethiopia ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ ,hate
3980,0, kickthemintheballscampaign against rape. i  standwithwomen. I am not a violent person but if someone attacks you defend yourself. rape and  ,not-hate
3981,1,5 minutes into 'prison and chill' and you drop the soap... ,hate
3982,0,"' men get angry and they are passionate and firm, women get angry and they are hysterical and emotional'    howwerise ",not-hate
3983,0,"aap wins 5 mcd seats.mad keji win is based on 3 principles.encourage appeasement,encroachment,illegal migrants,jhughi clustersandwin ",not-hate
3984,0,"please stop swapping your faces, you are ugly enough as it is ",not-hate
3985,0,"i said i was a who are, bro i can be a real bitch as much as you want ",not-hate
3986,0,forcibly tearing apart families is inhumane and cruel. immigrant justice is reproductive justice  familiesbelongtogether ,not-hate
3987,0,if i was a woman i would probably be a hoe laughing out loud they have so much fun and niggas pay them for stupid shit ,not-hate
3988,0, are you using many added assets buildings props or just mostly mods? my 16gb of ram gets chewed up currently by it ,not-hate
3989,0,my lil slut who are loves suckin dick for to pay her goddess .. turnt allll the way out just for me    lil slut mut… ,not-hate
3990,1,girls that wear sundresses make my penis smile ,hate
3991,0,men keep control and dominance over women with  sexual socialization fear and violence. they molest rape lust cheat like porn and whores ,not-hate
3992,0,'did not know i was dating a freaking two year old pussy bitch' ,not-hate
3993,1," 460,000 new homes ? that will just about accommodate the new immigrants arriving over next 2 years .waste of time building for immigrants.    skynews   ",hate
3994,0,"sweden  muslim migrants get five months' youth detention for prolonged, bloody, filmed gang rape of 13 year old girl via  ",not-hate
3995,1,"any daca legalization will turn fl and other five states blue. if texas goes blue, it is over.  endchainmigration call   202  225 2915   202  225 3031  202 456 1111   202  225 0197 or your representative  noamnesty ",hate
3996,0,"do you ever look at certain people and think, if i ever look like that just kill me ",not-hate
3997,1,"a sudanese man was killed during an immigration raid on saturday in newport, wales. this is a violent system designed to threaten, designed to terrify, designed to traumatise and re traumatise. that kills. allah yerhamo. may his memory be a blessing. ",hate
3998,1," nfat  thailand fishing fleet owners have no one but themselves to blame for labor shortages given rights abuses, forced labor, failure to pay minimum wage and dangerous working conditions! there is a reason migrants avoid the boats! ",hate
3999,0, basketofdeplorables  illegalimmigration  liberals  sexist  racistconfessions of a ‘˜deplorable’ americanon... ,not-hate
4000,0,when you finally find yourself a sugar daddy and all your dreams come true ,not-hate
4001,0,"  he really said this? he loves to blather empty platitudes in front of the camera. and the hysterical women comments? empty suit. not buying his aw, schucks persona. right up there with golly jeez gorsuch. ",not-hate
4002,0,   good job!! now start building funding the wall!! buildthatwall  maga2018 ,not-hate
4003,0,this hoe gone say ' i want some dick but not in my vagina' like girl loudly crying faceloudly crying faceloudly crying faceloudly crying face ,not-hate
4004,1,"time to wake up!""i walked away from the democrats when they said illegal immigration and open borers mattered more than me and my family,""you and your family deserve to be safe.president trump's highest duty is to keep america safe. noamnesty  nodaca  everify  buildthewall ",hate
4005,1,are you equipped to interact with and advocate for local refugees and immigrants? join our new workshops designed to prepare you to best serve and advocate for the vulnerable. read more and sign up today! ,hate
4006,1,".@violetstirling   according to this video by  , iranian refugees in sydney and melbourne go home to iran on vacation. y'know, the place they are fleeing.https   t.co qrytsookio ",hate
4007,1,when you see your friend that is in prison posting on facebook... ,hate
4008,0,"fuck tittie tuesday, let us make twiddling twat tuesday a thing ",not-hate
4009,1,'if i are not meet her i 'ont like her' shut the fuck up bitch no one fucking like you skank ass as it is hoe ,hate
4010,0, does that make it an excuse for us to just let them in and run rampant in our cities? they are fake refugees who do not give a damn about their home country. mass emigration hurts africa and mass immigration hurts europe. ,not-hate
4011,0,you all trump supporters are always so hysterical about you all’s dumbass army where are you now hm ,not-hate
4012,1, uk 'will lose track of many  eu migrants' ,hate
4013,0,hey democrats that want to shut down ice. when one of yo your family members gets away from yo your armed sec yourity and gets assaulted by an illegal immigrant maybe then you will get yo your heads out of  your arses and appreciate how important ice is to 🇺🇸 ,not-hate
4014,0,canadian minister of  honorable  visits burundian refugees in uganda.  burundi. thank you! ,not-hate
4015,0,this was her 5th or 6th child.  if we did not give entitlements for all these kids they would be here having so many babies on the backs of american taxpayers.  this should be outlawed.   stopimmigration ,not-hate
4016,0,                    ,not-hate
4017,0, women are ridiculous laugh my ass off like bitch I am 5’2. I am sorry your crush went for a shorty face with tears of joy ,not-hate
4018,1,sometimes living in this country right now feels like some kind of a fever dream. even with background context  and without doom y music  this story is still harrowing beyond belief. ,hate
4019,1," sir,pl do not bow to mad mamta tmc whimsandthreats.centre must go aheadanddeport all illegal migrants from all over india. india must not be made home to muslim illegal migrants. pl do not abt consequences.entire india is with you in throwin ",hate
4020,1,"beth blostein's work ebenezer united methodist church is a religious and community campus for an immigrant congregation, primarily from western africa, who want worship and other spaces that match the dynamics of their culture.  knowltonfacultyfeature ",hate
4021,0,italy to help check tunisia migrant flows   defence minister ,not-hate
4022,1,"as thousands flee violence in nicaragua, un refugee agency urges more support for countries taking them in ",hate
4023,0,former 'view' host candace cameron bure wants another republican on the panel ,not-hate
4024,0,idea  let us fill the lake houses in nh that go unoccupied most of the year with refugees who have no home. ,not-hate
4025,0, excellent point looney. can we use this quote in our brochure? let us know. thanks for supporting our because  maledominance ,not-hate
4026,0,you ever look at someone and think 'yeah I am about to fuck you' ,not-hate
4027,0, fuck you derek your a pussy ass bitch you have no respect for th military ! you need to stfu bitch i served 4 tours in iraq ! you need sit the fuck down shut fuck you are a big pos ! cheating lil bitch please blow your brains out ! black injust ,not-hate
4028,0,larry flynt you making porn of women you are a sick bitch pig dog profit off women sexually demeaning democraps are mentally unstable sicko ,not-hate
4029,0,mnangagwa inauguration date still up in the air – nehanda radio  zimbabwe ,not-hate
4030,0,"i hope he tackles your bitch ass so deep into donnies pussy, so you can live happily ever after. suck a cock, nut cracker. ",not-hate
4031,0,time to go home  refugees! | syrian refugee group returns from lebanon | article  amp  | reuters ,not-hate
4032,0,if my life was a sandwich it would be this ,not-hate
4033,1,glad to see still pushing the idea that the girl was not a rape victim. always encouraging t… ,hate
4034,0,"crimes by illegal immigrants are all too common, particularly in states near america’s southern border, but despite the growing number of crimes by undocumented aliens, democrats in congress seem unwilling to budge on immigration reform.https   t.co akmqvmxlv6  ",not-hate
4035,0,there it is! face with tears of joy ,not-hate
4036,1,  patriotsunite this gentleman needs a few facts to maybe change his mind.  buildthatwall what did obama do to stop this? not a damon thing. do you know let these immigrants in is bill clinton. so do your research. parents jeopardized thei ,hate
4037,1,yo your bitch a true thot had to let her go like a cool cop shoot you and put a hole in  your head like a juice box ,hate
4038,0,dems objected to the violent illegal alien deportation bill.anyone surprised? maga nosanctuarybrewster  buildthewall nodaca ,not-hate
4039,1,what does a woman and a tampon have in common? they are both stuck up bitches ,hate
4040,1,why do people get so offended that not all men have a penis and not all women have a vagina? ,hate
4041,1,"a woman decided to start a 'not all men' type situation, and I am like... ",hate
4042,1, can not even give that rag away. a waste of paper.  maga  nationalism  america  rightwing  buildthatwall  jointhenra ,hate
4043,0,life hack  if your dick game is strong you can get away with anything ,not-hate
4044,0,"apparently I am too negative. well fuck you, suck my dick, faggots. how is that for fucking negative, you bitch ass cunts? fuck you ",not-hate
4045,1,agreed. i think cory is the most hysterical woman there. am i wrong? ,hate
4046,0,italy denies our right to worship islam   muslim migrants complain about the life in italy   free speech time    ,not-hate
4047,0,"new investigation  over the course of three weeks, a major you.s. defence contractor detained dozens of immigrant children inside a vacant phoenix office building with no kitchen and only a few toilets. … ",not-hate
4048,0,"I will never understand super chauvinistic or super feminist groups... not all men are bad, not all women are bad.  ahscult ",not-hate
4049,1,"if we are going to have sex or have had sex, please do not snap me pics of your face swapped with a man... i can not handle that thought process ",hate
4050,0,"this exhibition is much more than just an aesthetic coup for   it is also a ringing riposte to wall builders, border closers and anti immigrant rhetoric.   ",not-hate
4051,0,watching the alcs from my mom's basement is truly a pleasure. crawl back into your hole weak ass bitch ,not-hate
4052,0,why do you all blame the woman for what she wears when it comes to rape? that shit is wrong. ,not-hate
4053,0,"statue of liberty   start mass deportations ! poll   majority of white, black, and hispanic americans  you.s. needs stricter immigration enforcement | happy4th  trump  maga  sendthemback via  ",not-hate
4054,1," so women should be seen and not heard, stay in the kitchen and cook dinner while pregnant?  scotuskavanaugh ",hate
4055,0,"dumb cunt omm, just know I am comin for you hoe ",not-hate
4056,1,"when you and your friends are discussing instagram's great purge of 2016, wondering who is going to be next ",hate
4057,0,great work by irin encouraging un  to investigate the exact level of corruption in its refugee resettlement program out of sudan ,not-hate
4058,1, ok if you fucking said leave block me. but direct message me first I am going to kick your ass. shut the fuck up you ,hate
4059,0,doctors created vibrators after growing tired of masturbating 'hysterical' women ,not-hate
4060,0,people  why are you so fucking mean me  ,not-hate
4061,1,they are everwhere  buildthatwall ,hate
4062,1,'where do you see yourself in 5 years?' me  ,hate
4063,0, ps   take off that picture any picture of you makes me want to puke! any women that would side with trump is not for any woman or their rights that they should have. you are just another lying skank gop white piece of trash! your commerci ,not-hate
4064,1,"yet another reminder that sexism is alive and well everywhere i am, and any woman who stands up for herself is automatically a bitch or a cunt ",hate
4065,0,  bitch please. you are nothing more than putin's who are ,not-hate
4066,1,   my nan was a cunt and nobody liked her. one woman cried at her funeral an… ,hate
4067,0,when she tells you she is allergic to latex ,not-hate
4068,0,syrian migrant arrested for raping 13 year old swedish girl ,not-hate
4069,1,"there is not a woman on here impressed by your dick pic as profile pic, guys. we get that you are proud of it but that is not sexy. put it away. ",hate
4070,0, are you actually advocating making up claims of rape for personal gain??? that is pretty vile  @lilyallen  ,not-hate
4071,1,when you are flexin on these bitches ,hate
4072,0,when your girls actin a fool so you let your side bitch listen ,not-hate
4073,1,there is change in the air. mainstrem media is even calling violent iraqi by his immigration status ... refugee! ,hate
4074,0,retweet   yesallmen followed you ,not-hate
4075,1,"but a small state, low welfare, controlled immigration, right leaning free market capitalist scotland out the eu, with a pro uk trade and shared national security approach would appeal to me. but that is not, has not and will never be on the table.so it is a resounding naw for now. ",hate
4076,0," pre roe wade, women died. hysterical women? remember  womenvote ",not-hate
4077,0,maå¾ou informace of migrantech! udeåtrade markil viktor orbã¡n. a påtrade markitvrdil akce proti sorosovi ,not-hate
4078,0,"bitch bitch do not be mad, you better be glad kus this the best piece of pussy that ya man ever had person cartwheelingmedium skin tone‍male sign️ ",not-hate
4079,0,stories of  refugees who succeeded against all odds  via   withrefugees        ,not-hate
4080,0,"govt must initiate concrete steps to stop polygamy,disincentive families with more than 2 3 kids thru withdrawal of all sops,no govt jobs,higher taxation etc.must stop influx of illegal muslim migrants ",not-hate
4081,1, will islam ever be at peace with its self as it goes to war with itself no wonder uk people do not accept its refugees ,hate
4082,0,   hoe you do not even know??tragique....add me back ,not-hate
4083,0,if this hypothetical woman exists  shame on her. real rape victims might say  fuck you and your false narrative. ,not-hate
4084,1,"i do not know why women wear watches, there is a perfectly good clock on the stove.  womensuck ",hate
4085,0,what in the fuck is an  oomf? well if it refers to women it sucks! ,not-hate
4086,1,"if we text and i have a pic of your pussy, that is your profile pic in my phone. ",hate
4087,1,when bae gives you a warm welcome home ,hate
4088,0,a great teach in from  who shared techniques of community resistance with us all in esol tonight. thank you! remember you have the right to film any public officer— that includes police and immigration officers. ,not-hate
4089,1,the first time you sleep with a dude with a big dick... and again after he cuts you off ,hate
4090,0,imagine that! ,not-hate
4091,0,I am fixing to block this hoe cus bitch you weird fr. ,not-hate
4092,0, laughing out loud plot twist ..what if your girl is secretly a hoe person shruggingmedium skin tone‍male signperson shruggingmedium skin tone‍male sign ,not-hate
4093,0, i was so adamant that a timid surgeon could never rape a woman why would he? i know it is fiction but peo… ,not-hate
4094,1,tune in to  at this morning to hear from  victoria crouse on her report on  immigrant  smallbusiness owners.   listen here at 11 24  ,hate
4095,1,vp pence has not been against the refugee program when he was a governor. ,hate
4096,0,a 17 year old girl gets raped 3 times in one walk home by 5 6 different men and people will still claim rape cases are outliers? ,not-hate
4097,0,"an  hiv  positive man, who was a youth worker responsible for caring for immigrant children in phoenix , was charged with sexually abusing at least eight teenage boys detained over a one year period between 2016 and 2017.  familiesbelongtogether ",not-hate
4098,0," to me any girl messaging and calling , initially i was like 'chalo koi to bhaw de rahi' then bitch was selling pyramid scheme face with rolling eyes ",not-hate
4099,0,can not believe they hired a woman and not me!!!! i guess mcdonalds  hatesmen?  mickydhasnod  fuckyouronald.. ,not-hate
4100,0,working hardðÿ‘‰ migrant influx  greece up 122 ðÿ‘‰mayhem n balkans ce.instead of being sent back to turks they roam europe. merkel says send migrants to greece but greeks then demand thatðÿ‡copyrightðÿ‡ªaccepts migrants from greece for “family reunification”.ðÿ”„ ,not-hate
4101,1," stop using mlk to support illegal aliens who kill bladks, take jobs from blacks and destroy the black community  mlk did not support illegal  immigration black trump supporter drops the mic, ""sanctuary cities are racist!"" ",hate
4102,1, openborders  immigration  ms13   childtrafficking   drugcartelswhat the left wants is open borders.  what will that bring the united states?    high crime  low wages  an overburdened... ,hate
4103,0, stupid bitch. only speaks up when it fits her narrative. yet she supported harvey and the serial rapist bill clinton ,not-hate
4104,1,immigration policies around the world need to be redone.... ,hate
4105,1, girl the hoe is dumb. ,hate
4106,1,  she just keeps digging that “women are stupid if they did not vote for me” hole deeper and deeper. ,hate
4107,0,"      black trump supporter ""black community has been destroyed by racist illegal immigration  buildthewall  deportthemall   trump2020 via  ",not-hate
4108,1,hoe you watching i suggest you keep watching. winking face when a bitch are not seen none yet face with stuck out tongue   closed eyes ,hate
4109,1,"as the immigrant numbers swell and breed, the uk is being prepared for racial and cultural replacement across the islands. ",hate
4110,1,germany tells italy it will take 50 migrants from frontex ships ,hate
4111,1," ok people say them are not good anymore, yet this shit gets a pass? so much content in this..you are such a fucking hoe, i love it...suck my dick bitch wow...groundbreaking material looking like roblox characters  pass ",hate
4112,0,"women are bitches. 1 time, this bitch in bal asked me to fill in on higher bracket tennis league...i did and won, but had not ""registered"" ... ",not-hate
4113,0,"'a girl can only be a slut, a bitch, a tease, or the virgin next door.'  qotd  horror ",not-hate
4114,1, lmfao weaaak. coming from the bitch that are not got pictures. go back to your hole face with rolling eyes ,hate
4115,1,"same cycle 'I am so miserable now that she is gone' then 'she treated me like grabage, stupid skank' then 'I am over it now' then repeat ",hate
4116,1,"  1 illegal aliens, millions of ewi people robbing, maiming, killing our citizens, taking our jobs, fleecing our taxpayers. votered@realdonaldtrump     americaisforamericans legalvettedimmigrationonly boycottvicela ",hate
4117,1,by their actions you shall know them   maxmosley  ,hate
4118,0,    cunt your 16 do not act like you arnt laughing out loud go to bed before i knock your block off ,not-hate
4119,1,today in tallin  puppets of the financial establishment dream from a new europe with many slaves. macron a wordmouth and kern a refugeelover ,hate
4120,0,  you can have a decent society that works properly or you can have scores of illegal immigrants  you can not afford both. plain and simple. ðÿ‡¨ðÿ‡¦ðÿ‘µ ,not-hate
4121,0,99  of women in the olympics look like beefy dikes ,not-hate
4122,1," immigration  stopimmigration  overpopulation  turnbullgastogo no turnbull, after destroying australians culture, identity and living standards, the people will not allow your insane immigration policy to continue, stop it now or the people will stop you ! ",hate
4123,1,immigrant parents are being charged up to  8 minute to call the children they are separated from  care2 ,hate
4124,1,riding  yo your shithole like a who are fucker. conquering  yo your hole fucking you boipussy in all position and mak you get facial wi… ,hate
4125,1,you wore the yoga pants on purpose! you know us guys are going to stair so stop getting all pissy!  womensuck ,hate
4126,0,good morning sweet peeps! woke up to see that gini blocked me! her lost the stupid bitch! have a good day all! i know i will! hugging faceface blowing a kisstwo heartsshooting starsparkling heart ,not-hate
4127,1,  do you live in a hole? or crazy bot? trump has never had a master plan and  only cares about trump! stay in your hole and  keep to yourself! bot!! ,hate
4128,1,nbc rachel maddcow not concerned about rape and  sexual abuse of women occupying hollywood harvey? straight women do not count i guess ,hate
4129,1,"germany  later, in 2002 merkel criticises the then govt for not having a migration limit,  ...  she says  “before we have any new migration we have to first improve the integration of foreign children living in with us.” ",hate
4130,0,it is 2018 but *some* malaysians still look at his chinese and indian friends as immigrant. i can not fanthom that really. ,not-hate
4131,0,"strange bed partners?  immigrant fire fighters tackle the carr fire in a county that voted to become a ""non sanctuary zone""...  here is the article by la times   xhttp   www.latimes.com local lanow la me immigrant firefighters 20180801 story.html ",not-hate
4132,0, i can assure you  someone very close to me worked with her for years  she is an absolute cunt. ,not-hate
4133,0,"do not tug on my dick unless you plan on sucking it.... in other words, flirting is not acceptable! ",not-hate
4134,0,I am so sick of this hoe speaking on me bitch you do not know shit stfu ,not-hate
4135,1,"narcissus was an attention who are, an asshole, a snitch, and just a complete fucking cunt in general. I am kind of glad he is not coming back. ",hate
4136,1,"lol, chop her head off and rape the bitch ",hate
4137,1, i think his cowardice is showing again.  qanon  spygate  declassifyfisa  stoptheinvasion  buildthewall ,hate
4138,0,from an immigration lawyer.  truth. ,not-hate
4139,1, hollywood is complicit in the rape and sexual assault of women for over 20 years. ,hate
4140,0,  I am pre empting you telling me it has a hole punch and post it notes. that has been filed in my short term memory  not shiny gold ipad book  ,not-hate
4141,0,romanian migrants can make a difference back home ,not-hate
4142,0,"boom!  scotus  rules  the chief executive, acting on his own, has the power to target foreign nations and block their citizens from entering this country"" immigration to the you.s is not a right  trump  maga  rednationrisinghttps   t.co 092txmpuvw ",not-hate
4143,0,she came to the you.s illegally then was arrested as an accessory to her husband’s marijuana growing operation    drug dealer should have been deported as soon as possible  fakenews  immigration ,not-hate
4144,1,yes  would be great to have a chance to chat and tell you more about  focus on the positive economic contributions of immigrants    ,hate
4145,1, so you kind of contradict yourself because one post says people call you all slut or a who are but on a… ,hate
4146,1, you left out the 35million illegals that want to be american otherwise y would they invade our country buildthatwall ,hate
4147,0,"cis white man, a huge 'advocate' for women's rights when it gives them an excuse to be racist, urges you it is 'not all men !!'  weinstein ",not-hate
4148,0, these women just who are themselves out. ,not-hate
4149,1,"next time i see a woman in public trying to 'go about her day' I will remind her that without men, this society would just be a bunch of wom ",hate
4150,0,"  really? some cunt that has oasis lyrics in her bio is going to tell me something? stfu bitch, this cunt is crazy. ",not-hate
4151,1,  hopefully they will not find them   futurerefugees will hear that and do not come to usa. ,hate
4152,1," the judge will be overturned, the president has control over immigration not the courts.  nodaca  sendthemhome ",hate
4153,1, also cunt hole is redundant ,hate
4154,1,if you are going to play on your god damn son of a bitch phone at a red light you better expect to be honked at dumb cunt. kike. ,hate
4155,1,people that know I am blacked out drunk and still continue to text me are the real mvp ,hate
4156,0,europe just proved trump right about refugees   europe builds walls on the borders   free speech time    ,not-hate
4157,0,    you are a skank .....leave our house and country. take your corrupt parents with you. you are all cheap white trash!!! ,not-hate
4158,0,when he promised you 'the time of your almost over life' but the viagra is not working ,not-hate
4159,0,retweet  men are smaretweeter than women that is why women always get played by men.  truth ,not-hate
4160,1,"some women are mad arrogant, man. how much of a douche would i sound like if i went around saying “you just talked yourself out some dick” ",hate
4161,0, yesallwomenbelonginthekitchen ,not-hate
4162,1,poll  overwhelming support for president trump immigrationâ positions‘¦. ,hate
4163,1,"'we women are so crazy and hysterical' i do not see women, cis or trans, killing people for the petteist shit becaus… ",hate
4164,1, but those are illegal immigrants children candace. they have more rights than our american children. liberalismisamentaldisorder  buildthatwall  americafirst ,hate
4165,0,"so in other words, despite claiming their lives would be at risk if they were forced to return home, the government is paying them for a vacation to the very place they claim to be fleeing... ",not-hate
4166,0,"they are coming.and just because they made it here to america they think they have rights.deseased, uneducated and soon will be paid to be a loudmouth on the streets! buildthatwall  americafirst ",not-hate
4167,1, i think all this salem witch hunt  style pointing of fingers by hysterical women may come to a sudde… ,hate
4168,0,sweden  four african migrants rape disabled woman vaginally and anally ,not-hate
4169,1,why we need to protect refugees from the ideas designed to save them ,hate
4170,0,i just want a bank account as strong as that chair ,not-hate
4171,1,lots of events coming up next week. sign up to take action!  on aug 15th call governor wolf and demand he take action to protect immigrant families. stop being complicit with trump ice.   governor tom wolf... ,hate
4172,0,"dem party has gone insane. their new position is that it is immoral to restrict any kind of immigration, from any country, in any amount, for any reason... ",not-hate
4173,0,sweden inc. sounds alarm as election signals jobs clampdown on immigrants ,not-hate
4174,0,  not all men abuse women so why should you need to have more faith in men who have don… ,not-hate
4175,0,you first ,not-hate
4176,0,typical you find a nice woman and some dumb cunt tells her you will get more tips if you turn greys off ,not-hate
4177,0," actually, that sign had been used as ok or cool long before retarded democratic libtard globalist cunts like you started calling everything white power and racism and being offended by everything, so go get fucked by a rapefugee you tranny ",not-hate
4178,0,there are so many tribes and communities in ne that does not even reach 5 lakhs in population. think for those too. stop supporting immigrants. take those 40 immigrants in your states if you care so much  nrcassam   nrcforsecureindia ,not-hate
4179,0,like the hoe went to miami’s to be a hoe got sunt did not get the money and wanted me to pay for her way back ?????? bitch please ,not-hate
4180,1, laugh my ass off skank bitch I am tellin my momma ,hate
4181,1,  you got clowned on  you stupid old cunt! ,hate
4182,1," there are some wins that will make you go hysterical. some makes you happy but same time you are sad, beco… ",hate
4183,1,and in the end  kalaignar won!  marina4kalaignar flexed bicepsoncoming fist ,hate
4184,0, i hope that every woman you meet or speak with  is secretly taping you. rape culture can not be defended. ,not-hate
4185,0,as an immigrant to this great country i agree totally. it used to be 5 years and even that was not long enough. people need to really appreciate what they are been given. ,not-hate
4186,0,my shawty is a good girl not no freak hoe ,not-hate
4187,0,  woman she is a cunt ,not-hate
4188,0,"i am a proud, mexican immigrant. i love this country.   I have been told all my life i should be a democrat because I am mexican, an immigrant and a minority. that is absolute trash.   the democrats hate america and want to take away our rights given to us in the constitution. ",not-hate
4189,0,but bitch hey they look so good  let me be your slut ,not-hate
4190,1," in addition to reporting hate crime, please report non hate crimes, which can include illegally crossing the border, sex trafficking, and drug trafficking. illegal immigration will not be tolerated in america. report it and put a stop to it  bui ",hate
4191,0,"orban in brussels  european leaders are ignoring the will of the people, they do not want migrants ",not-hate
4192,0,migrants and refugees arrive in spain https   t.co 9e8d7yotas ,not-hate
4193,1,"  okeyo, go rape your who are of a mother! ",hate
4194,0,fuck off you stupid cunt ,not-hate
4195,0,i thought you had to fuck 20 different guys to be a hoe thinking face so that explains why women fine someone better but still… ,not-hate
4196,1,"  johnfkelly. i remember the golden woman years in the nj state police being callked a cunt for 20 years. sacred,i think not ",hate
4197,1,"   agree,  plus all those “lightweights” leaders of cee region that benefit when  salvini, kurz, orban,  visegrad challenge eu migration agenda must support himðÿ‘‰but often seem afraid to directly ",hate
4198,1,   no daca  nodaca  nodaca you admit daca illegal why would gop uphold illegal law? no daca that means no laws should be followed bad precedent to follow sorry for illegal children but they r illegal! ,hate
4199,0, we need our army down there to  stoptheinvasion!!!where are they that is more important than defending our national border against this constant onslaught of hostile foreign invaders?!!?!??! ,not-hate
4200,0, i am going to call you an old cunt everyday from today ,not-hate
4201,1,also pretty sure you do not have the right to be a psychotic cunt to your ex when you are the trifling ass who are who cheated in the 1st place ,hate
4202,1,greece  search and rescue operation for migrant boat ,hate
4203,0,"requires all adults entering illegally. to be criminally prosecuted. this change means that if a family is apprehended at the border,  the children cannot stay with their parents while they await trial because kids are only allowed in immigration detention centers not 2 4 ",not-hate
4204,1, church  ministry united methodists dismiss complaint against jeff sessions over using bible to defend family separation  dailynews  trending ,hate
4205,0,there is a hidden fact in the migrants story we have our own waiting lists and no one including the churches held out the hands for them. ,not-hate
4206,1,"a welcomeorganisation in paris finish their work, because to many refugees react with violence. ",hate
4207,0,when all your friends are out hoe'in and you are stuck at home in a shitty relationship ,not-hate
4208,0,frontex reports the increase of refugees in the middlesea to enter europe. have the eu the will to stop this invasion and bring them back to their homelands ? ,not-hate
4209,0,when there is no penalty for running a racist campaign the far right will continue to play a role in canadian politics. john tory should be ashamed for hiring someone who thrives on divisive politics.   ,not-hate
4210,0,no girl is even capable of developing morals until they get the slut fucked out of them. welcome to my generation ,not-hate
4211,1,"      well only 10  of illegal aliens work on farms the rest work in service, construction and retail  jobs the same jobs americans and legal immigrants do !  we will not miss not 1 illeg ",hate
4212,0, ethiopia  tigray  eprdf  tplf  ypfdj  refugees  eritrea  ypfdj  olf  ethiopian proud to have come from tigray. ,not-hate
4213,1,more than 130 homes and 170 square miles burned due to wildfire allegedly started by illegal alien   trump  maga  sendthemhome  rednationrising via  ,hate
4214,0,"watch  british tourist slaps immigration officer over  4,000 fine ",not-hate
4215,0, seems isis rape document is being followed by young male arabs immigrants and others in germany add france no respect no entry ,not-hate
4216,1,"never let a girl with unblended shadow, unlined lips, and a non setting foundation w powder ass bitch tell you shit..have a good day you all ",hate
4217,0,she is a fucking bitch and has a drinking problem but that pussy good ,not-hate
4218,1,canada has spent  166 million on economic migrants so farpeople entering from the us are in no danger and are not refugees. canada is simply relieving the us of the burden.https   t.co hp1cmcucdw ,hate
4219,0,good pussy never comes from a bad bitch... unamused face ,not-hate
4220,1,to be honest if you do something that will make me look dumb tonight i deserve it to be honest I have been a asshole to you and I will just a dick pensive facebroken heartperson bowingmedium skin tone ,hate
4221,0, we understand. they need to understand that men are born to be in control. thanks for supporting our because! ,not-hate
4222,1,"i called this guy a motherless bitch child 10 hours ago and he is still in my inbox blasting me. laugh my ass off get over it, cunt. fucking weak egos. ",hate
4223,0,she is not only a bitch but she is also a who are. she is always touching her friends boobs too which is gross ,not-hate
4224,1, qanon  fisa  greatawakening  stoptheinvasion  controlledmsm  fakenews  msmglobalists ,hate
